Partner_ID,Partner_Name,Partner_Type,HQ_Country,Bank_Country,VAT_Number,Personal_Data_Access,DPA_Status,Storage_Region,Ethics_Charter,Last_Update,Account_Status
269,Dynazzy,Influencer Agency,SE,ID,BH91060540552,false,Pending,APAC,false,4/11/2024,Inactive
270,Vinte,Influencer Agency,PE,BE,UX27163126393,false,Pending,EU,true,8/13/2025,Inactive
271,Gabvine,Influencer Agency,VE,SE,OW25815872129,true,Pending,US,false,8/13/2024,Inactive
272,Skaboo,CRO - Clinical Research,PH,CL,FQ65489743350,true,Pending,APAC,false,4/7/2025,Active
273,Skyvu,Raw Material Supplier,VN,,PZ24157493121,false,Pending,APAC,false,1/10/2025,Active
274,Midel,Packaging & Glass,PT,CN,WQ65569979877,true,,US,false,10/31/2025,Active
275,InnoZ,Packaging & Glass,US,PT,NH85331845847,true,Signed,EU,true,8/31/2023,Inactive
276,Kayveo,Influencer Agency,SN,SE,DR64378430841,false,Pending,US,true,12/10/2024,Active
277,Jazzy,Raw Material Supplier,ID,CN,WE62491393399,false,Missing,EU,true,8/11/2024,Active
278,Eayo,Packaging & Glass,PH,CN,MN65055576704,true,Signed,US,false,5/30/2024,Inactive
279,Dablist,Retail Tech,CZ,CO,KW77880823025,true,Signed,APAC,false,3/25/2023,Inactive
280,Ailane,Retail Tech,CN,SE,UL02296947370,false,Signed,EU,false,9/13/2025,Inactive
281,Quatz,Raw Material Supplier,MY,,TZ44790899490,true,Signed,EU,true,5/19/2023,Active
282,Izio,CRO - Clinical Research,FR,CA,NY61808694733,false,Signed,US,false,10/14/2025,Inactive
283,Camimbo,Raw Material Supplier,SI,PH,BQ26829047517,true,,APAC,false,3/24/2025,Active
284,Twinte,Packaging & Glass,JP,ID,EB91403638099,false,Missing,US,false,8/7/2024,Inactive
285,Vidoo,Raw Material Supplier,YE,FR,CM86261354448,false,,US,false,5/26/2023,Active
286,Bubblemix,Influencer Agency,ID,PH,RI18077388216,true,Missing,APAC,true,4/16/2025,Inactive
287,Ooba,Raw Material Supplier,CN,SI,WV56707895036,false,Pending,US,false,7/26/2025,Inactive
288,Bubbletube,Influencer Agency,LV,IR,TY56005050440,true,Signed,APAC,false,4/27/2023,Inactive
289,Riffpedia,Influencer Agency,CN,SL,OD74915762047,false,Signed,US,false,5/17/2024,Active
290,Bubblemix,Packaging & Glass,ID,UA,LV94736860720,true,Signed,EU,false,11/4/2023,Inactive
291,Demivee,CRO - Clinical Research,AF,ID,LY26576152199,true,Missing,APAC,false,9/15/2025,Active
292,Eimbee,CRO - Clinical Research,PS,JO,YC84149141461,false,Pending,EU,false,9/10/2025,Inactive
293,Babbleblab,Retail Tech,SE,RU,GJ15076114242,false,Missing,EU,true,1/29/2025,Active
294,Demimbu,Raw Material Supplier,PT,FR,DG32470116389,false,Missing,EU,true,8/5/2025,Active
295,Yabox,Retail Tech,BY,SE,CA40297932221,false,Missing,US,false,4/2/2025,Inactive
296,Trilia,Influencer Agency,BR,KH,DM19793908822,true,Signed,APAC,true,4/8/2023,Active
297,Blogtags,Influencer Agency,CN,CN,XQ35760470489,true,Pending,EU,false,6/4/2025,Active
298,Flipopia,Raw Material Supplier,FR,PH,EE57456713125,false,Signed,APAC,false,4/24/2023,Active
299,Meezzy,Raw Material Supplier,CN,SO,MI23107728371,true,Signed,US,true,3/5/2023,Inactive
300,Camido,Influencer Agency,CN,SE,LU40720486727,true,,APAC,true,12/19/2023,Active
301,Brainlounge,Influencer Agency,PE,FR,AX45575075505,true,,EU,false,3/11/2025,Inactive
302,Wikido,Influencer Agency,US,MN,JA20482109891,false,Pending,US,false,6/9/2023,Inactive
303,Trilia,Raw Material Supplier,CN,PH,UD75901888822,true,Missing,APAC,false,6/8/2023,Inactive
304,Twitterbeat,Raw Material Supplier,ZA,AF,SG37001188021,true,Pending,EU,false,2/16/2025,Active
305,Dabvine,Influencer Agency,BR,ZA,GC63434694436,false,Pending,US,false,3/7/2025,Active
306,Flipstorm,Influencer Agency,MU,PH,CG89106728379,true,Missing,US,true,8/23/2023,Active
307,Divavu,Retail Tech,MN,NO,JR04442383273,false,Missing,APAC,true,3/30/2023,Inactive
308,Jabbercube,Influencer Agency,CN,CA,EL63455283481,false,Signed,EU,true,7/23/2023,Active
309,Shufflebeat,Packaging & Glass,AZ,ID,IW10350667194,false,Missing,APAC,false,2/3/2024,Inactive
310,Yakitri,CRO - Clinical Research,ID,BR,QN74548364493,true,Pending,EU,true,4/7/2024,Active
311,Yodel,CRO - Clinical Research,PH,IE,BL52569814327,false,Signed,US,false,8/20/2023,Active
312,Oloo,Retail Tech,ID,,VO83673816477,true,Pending,APAC,false,7/6/2025,Inactive
313,Meezzy,Retail Tech,TN,BR,TH08501583098,true,Signed,APAC,false,2/13/2024,Active
314,Agivu,CRO - Clinical Research,PH,MM,GE38890648732,false,Missing,US,false,3/1/2024,Inactive
315,Kaymbo,CRO - Clinical Research,CO,CA,BC61813741360,true,Signed,EU,false,4/13/2023,Inactive
316,Gigabox,Influencer Agency,EC,RU,YS50655534927,true,,APAC,true,7/6/2023,Active
317,Youopia,CRO - Clinical Research,PL,PK,PB95106274438,true,Pending,US,false,6/26/2024,Active
318,Quimm,Retail Tech,CN,CN,BF44126582471,false,Missing,APAC,false,7/6/2025,Active
319,Cogibox,Packaging & Glass,ID,SE,YO06474962177,false,Pending,US,true,10/28/2024,Inactive
320,Devpulse,Raw Material Supplier,FR,,RU95582154823,true,Signed,US,true,7/24/2023,Active
321,Skinder,Raw Material Supplier,PH,GR,KR11375581938,true,Signed,EU,false,5/4/2024,Inactive
322,Trupe,Packaging & Glass,RU,CN,GZ68827464062,true,Pending,EU,false,5/5/2025,Inactive
323,Cogilith,Retail Tech,AF,XK,ND74784359684,true,Missing,APAC,true,8/3/2024,Active
324,Miboo,Raw Material Supplier,CN,RU,QD53582906876,false,Pending,APAC,false,6/28/2025,Inactive
325,Agimba,Raw Material Supplier,RU,KW,AV88643871049,false,,US,true,5/9/2024,Inactive
326,Voomm,Retail Tech,ID,CN,GQ63334919797,true,Missing,EU,true,9/25/2025,Inactive
327,Trunyx,Packaging & Glass,PK,PA,VJ62894763668,false,Signed,APAC,true,6/15/2025,Inactive
328,Fanoodle,Packaging & Glass,CZ,CN,KB85778489987,false,Missing,EU,true,4/9/2023,Active
329,Plajo,Packaging & Glass,CI,BR,NC95930034174,false,Signed,APAC,false,10/30/2024,Inactive
330,Avaveo,Influencer Agency,AR,JP,CQ00072241510,true,Pending,US,true,7/28/2023,Inactive
331,Jaloo,Retail Tech,VN,ID,NP43150602024,true,Signed,APAC,true,1/28/2025,Active
332,Skimia,Raw Material Supplier,MK,,GF27377679845,false,Signed,EU,true,10/18/2025,Inactive
333,Innojam,CRO - Clinical Research,CN,BR,XU68717972254,false,Signed,APAC,false,9/6/2024,Inactive
334,Brainsphere,Influencer Agency,CO,ID,CR79230210590,false,Pending,US,false,10/7/2023,Active
335,Yodel,Retail Tech,CO,PH,CW82383877087,true,Signed,EU,true,6/6/2024,Inactive
336,Photojam,CRO - Clinical Research,FR,CR,WM80509688191,false,Signed,EU,false,3/2/2025,Inactive
337,Realmix,Packaging & Glass,PK,MX,QQ61704424877,true,Missing,EU,true,11/20/2023,Inactive
338,Bluezoom,Retail Tech,FR,PH,MB63669135975,true,Missing,US,true,8/21/2023,Inactive
339,Gigabox,CRO - Clinical Research,LV,CA,NE17990918369,true,,EU,false,5/27/2024,Active
340,Avaveo,CRO - Clinical Research,PT,CN,AU58336423816,false,Pending,APAC,true,12/29/2023,Active
341,Nlounge,Retail Tech,ID,CN,JA53603640308,true,Pending,US,true,1/2/2024,Active
342,Jabbersphere,CRO - Clinical Research,TN,MY,WM91270226522,false,Missing,US,true,2/15/2024,Active
343,Tavu,Packaging & Glass,SE,CN,FC35625650787,true,Pending,US,true,5/14/2023,Inactive
344,Voolia,CRO - Clinical Research,SE,US,MD21468486698,false,Pending,US,true,9/15/2025,Inactive
345,Miboo,CRO - Clinical Research,PH,CN,TM71292407059,false,Pending,US,false,2/24/2024,Inactive
346,Thoughtbridge,Raw Material Supplier,UA,CN,DZ20925563153,false,Pending,US,true,10/1/2023,Inactive
347,Vinder,CRO - Clinical Research,PH,AR,HF96521368968,false,Pending,APAC,false,7/6/2025,Active
348,Voomm,Raw Material Supplier,SE,GR,IM17322721448,false,Signed,EU,true,9/18/2023,Active
349,Photofeed,Packaging & Glass,CN,PH,YU99675386280,true,Missing,APAC,true,9/13/2024,Inactive
350,Bubblebox,CRO - Clinical Research,MY,ME,MK68688571043,true,Missing,US,true,6/9/2024,Inactive
351,Oyonder,Raw Material Supplier,RU,TH,GA77959484205,true,,US,false,8/2/2025,Active
352,Eamia,Influencer Agency,LK,BG,YL71991498634,true,Signed,APAC,true,6/13/2024,Active
353,Avamm,CRO - Clinical Research,US,CN,NE37313636937,true,Missing,US,false,6/19/2025,Active
354,Zazio,CRO - Clinical Research,ML,CO,EV40670176168,true,Signed,EU,false,2/27/2023,Active
355,Gigashots,Packaging & Glass,TH,MX,HF96392220668,false,Missing,APAC,false,5/21/2025,Active
356,Realbuzz,Retail Tech,CN,TH,OW81453175285,true,Pending,US,true,8/19/2024,Active
357,Shufflebeat,Raw Material Supplier,FR,ID,QV87097031636,true,Pending,APAC,false,1/27/2024,Inactive
358,Kimia,Packaging & Glass,SE,ID,OR21772919102,false,Signed,APAC,false,2/16/2024,Inactive
359,Lajo,Raw Material Supplier,UA,PW,EB66212717518,false,Pending,APAC,true,9/4/2025,Inactive
360,Oyondu,Retail Tech,AM,FR,KT42462627259,false,Missing,APAC,true,10/9/2024,Inactive
361,Jabberstorm,Raw Material Supplier,RS,RU,VS22112944196,false,Missing,US,false,12/9/2024,Inactive
362,Blogtag,Packaging & Glass,BR,,UH01155981927,true,Signed,EU,false,10/26/2025,Active
363,Kaymbo,Retail Tech,ID,CN,MT45552410980,false,Missing,APAC,true,12/19/2023,Inactive
364,Brainverse,Retail Tech,CN,CA,JO42048218087,false,Signed,APAC,false,4/23/2023,Inactive
365,Mudo,Retail Tech,CN,GR,PB86028369862,true,Pending,US,true,10/7/2025,Active
366,Vinder,CRO - Clinical Research,CA,TG,MY86217881918,false,Missing,EU,false,10/20/2024,Active
367,Realbuzz,Packaging & Glass,SE,DO,BJ50874600825,false,Pending,US,true,2/26/2025,Active
368,Avamm,Influencer Agency,CN,CN,FU99273292463,true,Missing,APAC,false,12/2/2024,Active
369,Shufflebeat,Retail Tech,ID,,GU22742948731,true,Signed,EU,true,3/11/2025,Inactive
370,Kwilith,CRO - Clinical Research,TH,CN,MB02163809608,true,Pending,US,true,3/13/2025,Active
371,Einti,CRO - Clinical Research,GR,RU,MH49383319688,false,Missing,APAC,false,3/19/2023,Active
372,Kimia,Raw Material Supplier,BR,CN,OB08515640112,false,Signed,EU,true,9/16/2024,Inactive
373,Meezzy,Packaging & Glass,BR,ES,RD02981969395,true,Pending,US,false,2/24/2024,Inactive
374,Photobean,CRO - Clinical Research,DO,NG,DG47333577150,true,Pending,EU,true,4/3/2024,Inactive
375,Kaymbo,Packaging & Glass,CU,FR,NI91699585822,false,Pending,EU,true,6/30/2025,Active
376,Trilith,Influencer Agency,VE,PH,DM04591400401,true,Pending,APAC,true,3/25/2024,Active
377,Voonder,Retail Tech,RU,ZA,IA71087943615,false,Pending,US,false,3/15/2025,Inactive
378,Thoughtstorm,Retail Tech,ID,CN,CG98767995409,true,Signed,EU,true,2/11/2023,Active
379,Youspan,Retail Tech,PT,TN,MY23269329608,false,Signed,US,true,4/5/2025,Active
380,Quimm,Influencer Agency,CN,,KP03262514123,true,Pending,APAC,true,5/26/2023,Active
381,Blogtags,Influencer Agency,NL,,IC81552687896,false,Missing,US,false,11/6/2024,Inactive
382,Zava,Packaging & Glass,NG,CZ,NB37737072885,false,Missing,EU,false,9/7/2024,Active
383,Chatterbridge,CRO - Clinical Research,ID,CN,DM04776055533,false,Missing,EU,true,6/22/2023,Active
384,Devcast,Raw Material Supplier,CO,,JJ60671837542,true,Signed,APAC,true,6/19/2025,Active
385,Zoonoodle,Retail Tech,ID,CL,IF70584825220,true,Signed,US,true,1/27/2024,Inactive
386,Skyndu,Packaging & Glass,VE,ID,AG68662506978,true,,US,false,11/18/2023,Inactive
387,Divanoodle,Packaging & Glass,RU,MN,RL68956707252,true,Pending,APAC,true,9/23/2025,Active
388,Pixope,Raw Material Supplier,AF,ZA,KU89555744264,false,Pending,US,true,5/6/2024,Active
389,Trudeo,CRO - Clinical Research,CN,LT,MO53895317194,true,,US,true,1/12/2025,Inactive
390,Youfeed,Influencer Agency,NZ,PE,NZ08542950709,false,Pending,US,true,11/3/2023,Inactive
391,Tagfeed,Packaging & Glass,SE,PH,NF18150180528,false,Missing,APAC,true,4/3/2023,Inactive
392,Reallinks,CRO - Clinical Research,US,CN,HG24131007464,false,Pending,US,true,3/17/2024,Inactive
393,Wikizz,Packaging & Glass,FR,CN,HJ47130408462,false,Pending,APAC,true,9/23/2023,Active
394,Dabtype,CRO - Clinical Research,BR,CN,XU02411507019,true,Missing,US,true,7/21/2024,Inactive
395,Yacero,Retail Tech,CZ,FR,JA05649962460,false,Missing,EU,false,7/4/2023,Inactive
396,JumpXS,Influencer Agency,CN,CN,CV84352528060,true,,US,true,3/6/2023,Active
397,Wordify,Raw Material Supplier,SE,AZ,YA49562222675,false,Missing,APAC,true,10/30/2023,Inactive
398,Edgetag,Retail Tech,BO,SE,RV52747751876,false,Pending,EU,false,1/24/2025,Active
399,Zoomzone,Raw Material Supplier,SI,CO,IC15543118369,true,Pending,APAC,false,4/10/2024,Active
400,Katz,CRO - Clinical Research,JP,SE,QW01386513630,false,Pending,APAC,true,8/15/2025,Active
401,Youopia,Raw Material Supplier,US,AR,AA41668444308,false,Pending,APAC,true,1/23/2024,Inactive
402,Yozio,Raw Material Supplier,BR,WS,LR92839537462,false,Signed,US,false,6/8/2025,Active
403,Jabbertype,Packaging & Glass,BA,SY,FE19828298556,false,Signed,APAC,false,2/24/2025,Active
404,Skippad,Influencer Agency,RU,,GA16784798172,true,Pending,APAC,false,4/1/2025,Inactive
405,Bubblebox,Influencer Agency,CO,AM,DU57074026113,true,Signed,EU,false,4/30/2025,Inactive
406,Gigazoom,CRO - Clinical Research,PL,RU,QV72178069913,true,Signed,US,true,8/25/2023,Inactive
407,Trunyx,Influencer Agency,CN,NA,XJ69156677651,false,Missing,EU,true,12/26/2024,Inactive
408,Kazio,CRO - Clinical Research,MN,NZ,TJ16414346682,true,Missing,APAC,true,6/22/2023,Active
409,Jaxbean,CRO - Clinical Research,PG,CN,RC65866824918,true,Signed,EU,false,5/26/2025,Active
410,Gabtune,Raw Material Supplier,MA,ID,DD33106818779,true,Missing,APAC,false,8/17/2024,Inactive
411,Zava,Influencer Agency,BR,AR,GF32009706933,false,Pending,APAC,true,9/1/2024,Inactive
412,Topicware,Packaging & Glass,RU,MY,GE19986958805,false,Signed,US,true,3/19/2024,Inactive
413,Twitternation,Packaging & Glass,PL,BR,LL88610814739,true,,EU,true,5/15/2023,Inactive
414,Zooveo,Raw Material Supplier,CN,,SJ93573490636,true,Pending,EU,true,3/4/2024,Inactive
415,Livepath,Retail Tech,MA,PK,DA40093048501,false,Signed,EU,false,7/8/2025,Inactive
416,Babbleopia,Raw Material Supplier,CN,MD,NS58831082329,true,Pending,EU,true,7/25/2024,Inactive
417,Topicblab,Influencer Agency,JP,CN,MI49916095776,true,Pending,US,true,12/24/2024,Inactive
418,Chatterpoint,CRO - Clinical Research,SE,CA,FB76687044082,true,Missing,US,false,2/18/2024,Active
419,Lazz,CRO - Clinical Research,US,ID,AS57225047813,true,Signed,US,true,5/6/2023,Inactive
420,Fliptune,CRO - Clinical Research,DO,VE,KH33740244087,false,Pending,US,true,7/22/2025,Active
421,Jaloo,Raw Material Supplier,TH,HR,AZ41147082926,true,Signed,EU,true,4/17/2023,Inactive
422,Youbridge,Influencer Agency,PH,CN,XZ29154492986,false,Signed,US,false,10/1/2025,Active
423,Skinte,Influencer Agency,CN,CO,BJ93202607492,true,Pending,US,true,10/14/2025,Inactive
424,Quatz,CRO - Clinical Research,CA,CN,DG04496944976,false,Signed,APAC,false,3/6/2023,Inactive
425,Linktype,Packaging & Glass,CN,RU,MB71045467829,true,,APAC,false,8/6/2025,Inactive
426,Jaxnation,CRO - Clinical Research,PT,CN,RM65317084721,true,Signed,EU,true,8/7/2023,Inactive
427,Skinte,Raw Material Supplier,VN,PH,NC62319900536,true,Pending,APAC,true,7/3/2024,Inactive
428,Innojam,CRO - Clinical Research,FR,MG,FD99991552672,false,Missing,APAC,true,11/7/2023,Active
429,Eabox,Raw Material Supplier,RU,BR,YL64332701818,false,Signed,APAC,true,5/18/2025,Inactive
430,Devbug,Influencer Agency,MA,RU,GA43009749242,true,Missing,APAC,false,7/31/2025,Inactive
431,Meemm,CRO - Clinical Research,ID,BR,GJ59511283228,true,Missing,APAC,true,9/6/2025,Inactive
432,Vimbo,Raw Material Supplier,PE,,XG68312712145,false,Pending,APAC,false,9/7/2025,Inactive
433,Twitterbeat,Influencer Agency,US,NG,MG98070240706,false,Missing,APAC,false,10/25/2023,Inactive
434,Mita,Raw Material Supplier,CN,KZ,UZ35143875201,false,Missing,US,true,3/12/2025,Inactive
435,Linktype,Packaging & Glass,CN,EC,HT20191632745,false,Pending,APAC,false,12/20/2024,Inactive
436,Voonder,CRO - Clinical Research,TN,RU,AN89373978435,true,,US,true,8/13/2025,Active
437,Npath,Retail Tech,PL,SE,GH53883118080,false,,EU,false,5/1/2025,Active
438,Brainverse,Retail Tech,BR,HN,QR17455255790,true,Signed,US,true,2/21/2024,Inactive
439,Realfire,Influencer Agency,PL,US,LE79603238052,true,Signed,US,true,10/28/2025,Inactive
440,Thoughtblab,Packaging & Glass,ID,NZ,LO38655801374,true,,APAC,false,12/2/2023,Inactive
441,Dabshots,Raw Material Supplier,RU,CN,HM48497331880,true,Missing,APAC,false,8/17/2024,Inactive
442,Fatz,Packaging & Glass,RU,PL,LE29327725296,true,Pending,US,true,2/3/2025,Inactive
443,Topicware,Raw Material Supplier,FR,CN,CD16007486299,false,Missing,EU,true,8/4/2023,Inactive
444,Jabbersphere,Packaging & Glass,FM,PK,WR12059337400,true,Signed,APAC,true,7/27/2024,Inactive
445,Linkbuzz,CRO - Clinical Research,CN,BO,AP59460686356,false,Missing,US,true,7/24/2025,Active
446,Jabberstorm,Retail Tech,TH,CN,BG68586335490,true,Signed,APAC,true,4/30/2023,Active
447,Eidel,CRO - Clinical Research,ID,CN,XP80211809168,false,Pending,US,false,12/6/2024,Active
448,Cogibox,Raw Material Supplier,CN,PH,XY34784813006,false,Missing,EU,true,10/31/2025,Active
449,Einti,Raw Material Supplier,ID,JP,DZ88847200326,false,Signed,US,false,9/29/2024,Active
450,Buzzdog,Retail Tech,CN,FI,BY65156999822,true,Signed,APAC,false,4/24/2025,Inactive
451,Dabfeed,CRO - Clinical Research,ID,CN,XB74297156583,false,,APAC,true,9/13/2025,Active
452,Realcube,Retail Tech,NE,BR,FU92582386282,true,Missing,EU,true,11/23/2024,Inactive
453,Innojam,Retail Tech,CN,SY,QE13444465556,true,Signed,APAC,true,2/20/2025,Active
454,Aimbu,CRO - Clinical Research,ID,MX,JM88717791988,false,,APAC,false,2/13/2025,Inactive
455,Mita,Retail Tech,PE,CO,AY91191440838,false,Signed,APAC,true,3/4/2023,Inactive
456,Kwimbee,Packaging & Glass,MX,AL,DR48448945340,false,Missing,EU,true,8/25/2024,Active
457,Pixoboo,CRO - Clinical Research,CN,,QC69261173374,false,Signed,EU,true,3/4/2024,Inactive
458,Brainsphere,Raw Material Supplier,ID,PK,JQ97990127210,false,Missing,APAC,true,1/26/2024,Inactive
459,Yata,CRO - Clinical Research,UZ,UA,KP82309074889,false,Missing,US,true,8/6/2024,Active
460,Gabtype,Influencer Agency,CZ,CN,RD43085635691,false,Pending,US,true,6/30/2023,Active
461,Eadel,Influencer Agency,UA,UA,TY92003867038,false,Missing,US,true,2/27/2023,Active
462,Feedmix,Packaging & Glass,SE,TN,DS54746119922,false,Signed,EU,true,1/17/2024,Inactive
463,Lazzy,CRO - Clinical Research,ID,MN,XM07122662171,true,Pending,APAC,true,7/30/2024,Inactive
464,Zava,Packaging & Glass,CN,,JE20997623056,false,Missing,US,false,6/11/2025,Inactive
465,Wikibox,Influencer Agency,ID,SE,CE73298191411,false,Missing,EU,true,9/6/2023,Inactive
466,Zooxo,Packaging & Glass,PT,,DH14195182104,false,Pending,EU,true,2/19/2023,Inactive
467,Rhybox,Influencer Agency,PH,,ZK43958458858,true,Pending,APAC,false,3/26/2023,Inactive
468,Agivu,Raw Material Supplier,PH,HN,KU59648670059,false,Missing,APAC,false,3/27/2024,Inactive
469,Skiba,CRO - Clinical Research,PH,DO,IB68521642779,false,Pending,US,false,7/4/2023,Inactive
470,Yamia,Influencer Agency,CN,BE,XX77444745129,true,Missing,EU,true,5/4/2025,Active
471,Kazio,Retail Tech,ID,HN,NM63004150353,false,Missing,US,false,12/12/2024,Inactive
472,Latz,Packaging & Glass,KR,ID,JE28897593886,false,Signed,US,false,12/15/2023,Inactive
473,Babbleset,Packaging & Glass,IR,,PD38803703182,true,Pending,US,true,2/18/2024,Active
474,Twitterbeat,Retail Tech,NG,JP,HY26887427301,true,Missing,EU,true,8/29/2024,Inactive
475,Tazz,Raw Material Supplier,CN,AL,VQ93427261228,true,Missing,APAC,true,9/13/2023,Inactive
476,Babbleopia,Influencer Agency,CA,CN,JP50357266495,true,Pending,APAC,false,10/22/2025,Active
477,Rhynoodle,Retail Tech,PE,CN,BK29469319150,true,Pending,APAC,false,7/26/2025,Active
478,Yotz,Retail Tech,SI,BR,MQ76136475898,true,Signed,APAC,false,11/6/2023,Inactive
479,Tagfeed,CRO - Clinical Research,CN,ET,SK31323721974,true,Pending,US,true,9/30/2023,Inactive
480,Jayo,Raw Material Supplier,PK,CN,UJ38682747529,false,Pending,US,false,12/10/2023,Inactive
481,Mynte,Retail Tech,FR,CN,SP86458425616,true,Pending,EU,false,10/17/2024,Active
482,Youbridge,Packaging & Glass,MA,CV,UK25416265772,false,Pending,EU,false,4/17/2024,Active
483,Aivee,Raw Material Supplier,ID,RU,LP25647485278,true,Signed,US,true,7/22/2025,Inactive
484,Thoughtbridge,CRO - Clinical Research,FR,ID,BI90644476480,true,Signed,EU,true,5/20/2024,Active
485,Skaboo,Retail Tech,JP,DE,TR55056056503,false,Signed,EU,true,5/21/2023,Inactive
486,Devcast,Raw Material Supplier,PT,PE,FR19047491836,false,Missing,EU,true,7/31/2024,Active
487,Meedoo,Influencer Agency,BR,KR,FY68558085851,true,Pending,US,false,8/19/2024,Inactive
488,Gigazoom,Packaging & Glass,HR,CN,FG96514509063,true,Missing,US,true,8/28/2023,Active
489,Jetwire,CRO - Clinical Research,ID,RU,QT49896250665,false,Pending,US,true,11/14/2024,Active
490,Brainverse,CRO - Clinical Research,ID,AR,QG06566802005,false,Missing,US,false,5/10/2025,Active
491,Flashdog,Retail Tech,LT,MT,CG42542751973,false,Missing,US,false,3/21/2024,Active
492,Lajo,Packaging & Glass,PE,BW,CZ38659055717,true,Missing,US,true,9/12/2024,Active
493,Jabbersphere,Packaging & Glass,US,CN,CL08278169562,true,Pending,APAC,true,5/29/2025,Active
494,Feedbug,Packaging & Glass,IR,CZ,QV42217208914,true,Missing,EU,false,5/16/2023,Active
495,Shufflester,Packaging & Glass,PT,VE,WA06563048931,false,Missing,EU,false,2/29/2024,Inactive
496,Jabbertype,CRO - Clinical Research,ID,YE,WU04189699710,true,Signed,US,true,3/25/2024,Active
497,Oyoba,Raw Material Supplier,BR,CN,ER94249184844,true,Missing,US,false,8/10/2025,Active
498,Twimbo,Packaging & Glass,PH,PL,NP67854592043,true,Pending,US,false,9/22/2024,Active
499,Feedfish,Influencer Agency,MU,PT,DN35119440005,true,Pending,US,true,7/20/2025,Active
500,Eazzy,Packaging & Glass,FI,ES,RB08463682512,false,,EU,false,3/29/2024,Active
